time_window,avg_cpu,avg_mem,active_machines
1970-01-01 00:05:00+00:00,0.006622583417150691,0.004912416316267418,9525
1970-01-01 00:06:00+00:00,0.0032542922377261723,0.002733181402428526,3805
1970-01-01 00:07:00+00:00,0.003070296988253508,0.0027704620807723537,4167
1970-01-01 00:08:00+00:00,0.0019503157258017327,0.001822819937656215,4338
1970-01-01 00:09:00+00:00,0.0016886134027699253,0.0014684567589526734,5545
1970-01-01 00:10:00+00:00,0.0061170883201653765,0.004734603443912222,9523
1970-01-01 00:11:00+00:00,0.0026061743901443757,0.0017219476842574406,5384
1970-01-01 00:12:00+00:00,0.002485190087928878,0.0015634134874919238,4991
1970-01-01 00:13:00+00:00,0.0020933823139859687,0.001225267133552817,4764
1970-01-01 00:14:00+00:00,0.0025857091980402602,0.0015027608494474483,5253
1970-01-01 00:15:00+00:00,0.006013907736881393,0.004661959762682996,9524
1970-01-01 00:16:00+00:00,0.006022529999509181,0.0021906817718729825,5495
1970-01-01 00:17:00+00:00,0.0044750626698062635,0.002208418583971274,4625
1970-01-01 00:18:00+00:00,0.0049684005403102215,0.0019646959794140362,4422
1970-01-01 00:19:00+00:00,0.0035878069321205667,0.0014335703689941518,4455
1970-01-01 00:20:00+00:00,0.006490425979472225,0.004707414562502112,9527
1970-01-01 00:21:00+00:00,0.004164457832695066,0.0020529857561341967,4959
1970-01-01 00:22:00+00:00,0.00311954686262462,0.0018551204264962843,4683
1970-01-01 00:23:00+00:00,0.0030117792375308297,0.0013259957555938613,4854
1970-01-01 00:24:00+00:00,0.0029881541583624033,0.0010711709189026861,4127
1970-01-01 00:25:00+00:00,0.006843293185319357,0.00480470798272553,9527
1970-01-01 00:26:00+00:00,0.0028860980745713523,0.0013097843827723369,4073
1970-01-01 00:27:00+00:00,0.00391925362376132,0.0013719449574233044,4308
1970-01-01 00:28:00+00:00,0.0030512432899161258,0.0013254906057188897,4899
1970-01-01 00:29:00+00:00,0.003009494262952591,0.000903641620685565,3782
1970-01-01 00:30:00+00:00,0.006898997174739618,0.004840349138229823,9527
1970-01-01 00:31:00+00:00,0.0029964509779567498,0.0017245501194392953,4735
1970-01-01 00:32:00+00:00,0.0026869092453043965,0.0013344163647462232,5336
1970-01-01 00:33:00+00:00,0.00226282662759557,0.001278617789874219,4728
1970-01-01 00:34:00+00:00,0.002898869679626041,0.0013495470180087065,3929
1970-01-01 00:35:00+00:00,0.006858008961315619,0.004833410710216963,9527
1970-01-01 00:36:00+00:00,0.0033151467293351077,0.0013914144940962076,4893
1970-01-01 00:37:00+00:00,0.003636795628098503,0.001183270291672608,4602
1970-01-01 00:38:00+00:00,0.0040305719806009895,0.0010699200668381331,4337
1970-01-01 00:39:00+00:00,0.0026197925730334893,0.0008774444597064137,3882
1970-01-01 00:40:00+00:00,0.006634382076208819,0.004735290157067524,9529
1970-01-01 00:41:00+00:00,0.003521662863737638,0.0012540611035137162,3394
1970-01-01 00:42:00+00:00,0.002121335465454273,0.000732740663672068,3696
1970-01-01 00:43:00+00:00,0.0023857563979549014,0.0011731669426020069,4406
1970-01-01 00:44:00+00:00,0.0023936231562725722,0.0007465092516350218,2495
1970-01-01 00:45:00+00:00,0.006374275600374355,0.004715802368338045,9526
1970-01-01 00:46:00+00:00,0.003394886091035035,0.0011373156788816918,5461
1970-01-01 00:47:00+00:00,0.0043700590939589196,0.001157709830243824,4662
1970-01-01 00:48:00+00:00,0.003171629840053512,0.001444252695100327,3756
1970-01-01 00:49:00+00:00,0.0029255646814365407,0.0015203201785105994,4470
1970-01-01 00:50:00+00:00,0.005946103849725844,0.004700296758331769,9526
1970-01-01 00:51:00+00:00,0.0023608580558530682,0.001121773652107485,4296
1970-01-01 00:52:00+00:00,0.0023166760978763218,0.001269111133065518,4960
1970-01-01 00:53:00+00:00,0.0019935212512957458,0.0010181490463772272,4185
1970-01-01 00:54:00+00:00,0.0025123411601626813,0.0010898234550892724,3499
1970-01-01 00:55:00+00:00,0.0054417593509853935,0.004629220642144427,9525
1970-01-01 00:56:00+00:00,0.0026210577626092006,0.0010212575956365234,4152
1970-01-01 00:57:00+00:00,0.004186598349550549,0.0010622894792128377,4608
1970-01-01 00:58:00+00:00,0.0046767925011957315,0.0011596996520576678,3904
1970-01-01 00:59:00+00:00,0.0027041307942251157,0.0008759589891755204,2897
1970-01-01 01:00:00+00:00,0.005175811577454558,0.004558569665905134,9526
1970-01-01 01:01:00+00:00,0.0028582022135927574,0.0012340050715532113,4114
1970-01-01 01:02:00+00:00,0.0038815362216447088,0.0021779734787889422,5095
1970-01-01 01:03:00+00:00,0.0025249533794729296,0.0009626214125601639,4111
1970-01-01 01:04:00+00:00,0.00208121404659283,0.0009211328841094681,3680
1970-01-01 01:05:00+00:00,0.004910166416836894,0.0044663564082298175,9526
1970-01-01 01:06:00+00:00,0.003980366318251308,0.001674525423830511,5744
1970-01-01 01:07:00+00:00,0.0024753328726458282,0.0011796925706921175,5851
1970-01-01 01:08:00+00:00,0.002839801829431426,0.0016987251087121574,5200
1970-01-01 01:09:00+00:00,0.0022759619998136225,0.00104804561874153,5140
1970-01-01 01:10:00+00:00,0.005203590921060115,0.0045621874246608175,9529
1970-01-01 01:11:00+00:00,0.0020306887452174217,0.001191173233003357,6179
1970-01-01 01:12:00+00:00,0.0026423719171134465,0.0009520651103622986,5776
1970-01-01 01:13:00+00:00,0.002493279510224488,0.0011023598037593312,4803
1970-01-01 01:14:00+00:00,0.001775898856975586,0.0008955225991556008,4368
1970-01-01 01:15:00+00:00,0.00520773100031495,0.004574403943107007,9530
1970-01-01 01:16:00+00:00,0.004201215893081369,0.00122201398125,5183
1970-01-01 01:17:00+00:00,0.0034074841337650443,0.0011973539946161832,6058
1970-01-01 01:18:00+00:00,0.0048808469581901335,0.0011834056169805634,4380
1970-01-01 01:19:00+00:00,0.0030339427956154966,0.0007587331580164103,3727
1970-01-01 01:20:00+00:00,0.005024336896704997,0.004558004422225962,9527
1970-01-01 01:21:00+00:00,0.0026816199387795603,0.0015148835154155658,5904
1970-01-01 01:22:00+00:00,0.0017533069993855913,0.0011042969217346292,6863
1970-01-01 01:23:00+00:00,0.002074751513857616,0.0012776378968534232,6779
1970-01-01 01:24:00+00:00,0.001785835885962623,0.0008769113924613095,4779
1970-01-01 01:25:00+00:00,0.00517886128648866,0.004577338176301401,9514
1970-01-01 01:26:00+00:00,0.0023246549116442746,0.0014498538871290758,5345
1970-01-01 01:27:00+00:00,0.002740148725456367,0.0013909714098749196,6472
1970-01-01 01:28:00+00:00,0.003127406467769584,0.0010505876131273227,6240
1970-01-01 01:29:00+00:00,0.0017877310332482803,0.0009118241032376601,6266
1970-01-01 01:30:00+00:00,0.005121798521302145,0.004534972407935701,9516
1970-01-01 01:31:00+00:00,0.003186104486990962,0.0020365640220721035,5858
1970-01-01 01:32:00+00:00,0.0024170812038103225,0.0016714428339881064,4939
1970-01-01 01:33:00+00:00,0.001827379578157332,0.0012388340077780175,5536
1970-01-01 01:34:00+00:00,0.0019360123270098246,0.0007464421721154644,6353
1970-01-01 01:35:00+00:00,0.005052191212191601,0.004454572057661344,9521
1970-01-01 01:36:00+00:00,0.0031388499194460384,0.0011518617499482898,7345
1970-01-01 01:37:00+00:00,0.00426358359800703,0.0012647388893105912,5606
1970-01-01 01:38:00+00:00,0.0024574769962508428,0.0011973638274920568,5173
1970-01-01 01:39:00+00:00,0.0020787141080502894,0.0008009448319527358,4972
1970-01-01 01:40:00+00:00,0.005365226719421827,0.004500706397184801,9528
1970-01-01 01:41:00+00:00,0.003421370568980664,0.0014251358184825351,7224
1970-01-01 01:42:00+00:00,0.002484913258805433,0.0013298086964053353,5810
1970-01-01 01:43:00+00:00,0.002803816986140827,0.0007941912418061613,6647
1970-01-01 01:44:00+00:00,0.0022969686506424994,0.0008085859431980832,6437
1970-01-01 01:45:00+00:00,0.005455092694737939,0.004439556756882877,9529
1970-01-01 01:46:00+00:00,0.0026249403476064225,0.0013893977449366518,6880
1970-01-01 01:47:00+00:00,0.003961234505110409,0.0012362499048214157,6550
1970-01-01 01:48:00+00:00,0.0036090718009488773,0.001620731517577182,3534
1970-01-01 01:49:00+00:00,0.002575037959170413,0.0008665295987639562,4519
1970-01-01 01:50:00+00:00,0.005662858440098583,0.004540173005925861,9525
1970-01-01 01:51:00+00:00,0.0032663500413939207,0.0016158391872506783,3241
1970-01-01 01:52:00+00:00,0.0037828305323334087,0.0015149962119463875,3291
1970-01-01 01:53:00+00:00,0.0021649865995060124,0.0009889915453687218,3738
1970-01-01 01:54:00+00:00,0.002000242950900245,0.0007336348777072001,5962
